id,antecedents,consequents,antecedent_support,consequent_support,support,confidence,lift,leverage,conviction,zhangs_metric,kulczynski,imbalance_ratio,cosine,composite_score,rule_category
527,DARK CHOCOLATE BAR 85%,PURE CANE SUGAR,0.112809,0.110562,0.062022,0.549801,4.972792,0.04955,1.975655,0.900489,0.555388,0.013928,0.55536,0.7086,High-Lift Affinity Pair
528,FRENCH VANILLA SYRUP,COLOMBIAN ROAST COFFEE,0.113258,0.114157,0.06427,0.56746,4.970863,0.05134,2.048003,0.900857,0.565226,0.00551,0.565222,0.717,High-Lift Affinity Pair
529,COLOMBIAN ROAST COFFEE,FRENCH VANILLA SYRUP,0.114157,0.113258,0.06427,0.562992,4.970863,0.05134,2.02912,0.901771,0.565226,0.00551,0.565222,0.7157,High-Lift Affinity Pair
530,GARDENING GLOVES PAIR,"CERAMIC PLANT POT WHITE, LED GROW LIGHT BULB",0.117753,0.060674,0.035506,0.301527,4.969607,0.028361,1.344827,0.905389,0.443356,0.399371,0.420058,0.5971,High-Lift Affinity Pair
531,"ALMOND DANISH, BLUEBERRY SCONE",PAIN AU CHOCOLAT,0.057079,0.120449,0.034157,0.598425,4.968269,0.027282,2.190253,0.847072,0.441004,0.442006,0.41195,0.6783,High-Lift Affinity Pair
532,"BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER, PAIN AU CHOCOLAT",CROISSANT ALL BUTTER,0.035955,0.120899,0.021573,0.6,4.962825,0.017226,2.197753,0.828283,0.389219,0.627907,0.327205,0.6588,High-Confidence Cross-Sell
533,CAPPUCCINO CUP & SAUCER,"BLUEBERRY SCONE, PAIN AU CHOCOLAT",0.116854,0.062022,0.035955,0.307692,4.960981,0.028707,1.354856,0.904071,0.443701,0.383648,0.422342,0.5988,High-Lift Affinity Pair
534,SWEET CREAM BUTTER,ORGANIC EGGS DOZEN,0.107416,0.11236,0.059775,0.556485,4.95272,0.047706,2.001378,0.894135,0.544243,0.030899,0.544105,0.7055,High-Lift Affinity Pair
535,ORGANIC EGGS DOZEN,SWEET CREAM BUTTER,0.11236,0.107416,0.059775,0.532,4.95272,0.047706,1.907231,0.899115,0.544243,0.030899,0.544105,0.6986,High-Lift Affinity Pair
536,CERAMIC COFFEE MUG,COLOMBIAN ROAST COFFEE,0.107416,0.114157,0.060674,0.564854,4.948028,0.048412,2.035735,0.89392,0.548175,0.041899,0.547921,0.7089,High-Lift Affinity Pair
537,COLOMBIAN ROAST COFFEE,CERAMIC COFFEE MUG,0.114157,0.107416,0.060674,0.531496,4.948028,0.048412,1.90518,0.900723,0.548175,0.041899,0.547921,0.6996,High-Lift Affinity Pair
538,WATERING CAN GREEN 2L,"CERAMIC PLANT POT WHITE, GARDENING GLOVES PAIR",0.114157,0.066067,0.037303,0.326772,4.946034,0.029761,1.387245,0.900631,0.445699,0.336478,0.429539,0.6051,High-Lift Affinity Pair
539,COLOMBIAN ROAST COFFEE,"FRENCH VANILLA SYRUP, PURE CANE SUGAR",0.114157,0.062921,0.035506,0.311024,4.943054,0.028323,1.360103,0.900494,0.437655,0.361905,0.418935,0.5976,High-Lift Affinity Pair
540,DARK CHOCOLATE BAR 85%,"FRENCH VANILLA SYRUP, PURE CANE SUGAR",0.112809,0.062921,0.035056,0.310757,4.938816,0.027958,1.359577,0.89893,0.43395,0.354633,0.416096,0.5965,High-Lift Affinity Pair
541,"ORGANIC WHOLE MILK, WHOLE WHEAT BREAD",STRAWBERRY PRESERVES,0.060225,0.107416,0.03191,0.529851,4.932711,0.025441,1.898513,0.848364,0.413461,0.347682,0.396741,0.6523,High-Lift Affinity Pair
542,CERAMIC PLANT POT WHITE,"GARDENING GLOVES PAIR, WATERING CAN GREEN 2L",0.111461,0.067865,0.037303,0.334677,4.931505,0.029739,1.401027,0.897228,0.442173,0.306962,0.428908,0.6062,High-Lift Affinity Pair
543,GARLIC HERB BREADSTICKS,"AGED PARMESAN REGGIANO, ARTISAN PASTA PENNE",0.113708,0.063371,0.035506,0.312253,4.927396,0.0283,1.36188,0.899312,0.436268,0.355556,0.418271,0.5968,High-Lift Affinity Pair
544,DARK CHOCOLATE BAR 85%,FRENCH VANILLA SYRUP,0.112809,0.113258,0.062921,0.557769,4.924745,0.050145,2.005154,0.898278,0.556662,0.002755,0.556661,0.7088,High-Lift Affinity Pair
545,FRENCH VANILLA SYRUP,DARK CHOCOLATE BAR 85%,0.113258,0.112809,0.062921,0.555556,4.924745,0.050145,1.99618,0.898733,0.556662,0.002755,0.556661,0.7082,High-Lift Affinity Pair
546,ALMOND DANISH,CROISSANT ALL BUTTER,0.115506,0.120899,0.068764,0.595331,4.924204,0.0548,2.172394,0.900991,0.582052,0.032172,0.5819,0.7286,High-Lift Affinity Pair
547,CROISSANT ALL BUTTER,ALMOND DANISH,0.120899,0.115506,0.068764,0.568773,4.924204,0.0548,2.051112,0.906519,0.582052,0.032172,0.5819,0.7211,High-Lift Affinity Pair
548,ORGANIC POTTING SOIL 10L,GARDENING GLOVES PAIR,0.101573,0.117753,0.058876,0.579646,4.922566,0.046916,2.09882,0.886943,0.539823,0.10084,0.538352,0.7084,High-Lift Affinity Pair
549,GARDENING GLOVES PAIR,ORGANIC POTTING SOIL 10L,0.117753,0.101573,0.058876,0.5,4.922566,0.046916,1.796854,0.903209,0.539823,0.10084,0.538352,0.6861,High-Lift Affinity Pair
550,"BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER",PAIN AU CHOCOLAT,0.036404,0.120449,0.021573,0.592593,4.919845,0.017188,2.158897,0.826842,0.385849,0.621262,0.325785,0.6536,High-Lift Affinity Pair
551,GARLIC HERB BREADSTICKS,ARTISAN PASTA PENNE,0.113708,0.117303,0.065618,0.577075,4.91951,0.05228,2.087124,0.898945,0.568231,0.021739,0.568162,0.7181,High-Lift Affinity Pair
552,ARTISAN PASTA PENNE,GARLIC HERB BREADSTICKS,0.117303,0.113708,0.065618,0.559387,4.91951,0.05228,2.011498,0.902607,0.568231,0.021739,0.568162,0.7132,High-Lift Affinity Pair
553,"ALMOND DANISH, PAIN AU CHOCOLAT",BLUEBERRY SCONE,0.064719,0.107416,0.034157,0.527778,4.913412,0.027205,1.890178,0.85159,0.422885,0.309446,0.409669,0.6539,High-Lift Affinity Pair
554,BLUEBERRY SCONE,"ALMOND DANISH, PAIN AU CHOCOLAT",0.107416,0.064719,0.034157,0.317992,4.913412,0.027205,1.371363,0.892325,0.422885,0.309446,0.409669,0.595,High-Lift Affinity Pair
555,ORGANIC WHOLE MILK,ORGANIC EGGS DOZEN,0.10427,0.11236,0.057528,0.551724,4.910345,0.045812,1.980121,0.889049,0.531862,0.050847,0.531491,0.6975,High-Lift Affinity Pair
556,ORGANIC EGGS DOZEN,ORGANIC WHOLE MILK,0.11236,0.10427,0.057528,0.512,4.910345,0.045812,1.835513,0.897152,0.531862,0.050847,0.531491,0.6864,High-Lift Affinity Pair
557,AGED PARMESAN REGGIANO,ORGANIC TOMATO BASIL SAUCE,0.102022,0.109663,0.054831,0.537445,4.900881,0.043643,1.924824,0.886386,0.518722,0.048711,0.518384,0.6885,High-Lift Affinity Pair
558,ORGANIC TOMATO BASIL SAUCE,AGED PARMESAN REGGIANO,0.109663,0.102022,0.054831,0.5,4.900881,0.043643,1.795955,0.893993,0.518722,0.048711,0.518384,0.6781,High-Lift Affinity Pair
559,ORGANIC POTTING SOIL 10L,"GARDENING GLOVES PAIR, WATERING CAN GREEN 2L",0.101573,0.067865,0.033708,0.331858,4.889967,0.026815,1.395116,0.885436,0.414274,0.248344,0.405993,0.5963,High-Lift Affinity Pair
560,ORGANIC POTTING SOIL 10L,WATERING CAN GREEN 2L,0.101573,0.114157,0.056629,0.557522,4.883806,0.045034,2.002004,0.885149,0.526793,0.079096,0.525896,0.6958,High-Lift Affinity Pair
561,WATERING CAN GREEN 2L,ORGANIC POTTING SOIL 10L,0.114157,0.101573,0.056629,0.496063,4.883806,0.045034,1.782816,0.897723,0.526793,0.079096,0.525896,0.6787,High-Lift Affinity Pair
562,ORGANIC POTTING SOIL 10L,CERAMIC PLANT POT WHITE,0.101573,0.111461,0.055281,0.544248,4.882868,0.04396,1.949611,0.885105,0.520108,0.062678,0.519547,0.6899,High-Lift Affinity Pair
563,CERAMIC PLANT POT WHITE,ORGANIC POTTING SOIL 10L,0.111461,0.101573,0.055281,0.495968,4.882868,0.04396,1.782479,0.894955,0.520108,0.062678,0.519547,0.6764,High-Lift Affinity Pair
564,COLOMBIAN ROAST COFFEE,"CERAMIC COFFEE MUG, PURE CANE SUGAR",0.114157,0.062921,0.035056,0.307087,4.880484,0.027873,1.352375,0.897566,0.432115,0.360759,0.413632,0.5913,High-Lift Affinity Pair
565,LED GROW LIGHT BULB,GARDENING GLOVES PAIR,0.105618,0.117753,0.060674,0.574468,4.878593,0.048237,2.073281,0.888908,0.544868,0.074586,0.544063,0.7066,High-Lift Affinity Pair
566,GARDENING GLOVES PAIR,LED GROW LIGHT BULB,0.117753,0.105618,0.060674,0.515267,4.878593,0.048237,1.845103,0.901134,0.544868,0.074586,0.544063,0.6901,High-Lift Affinity Pair
567,PURE CANE SUGAR,COLOMBIAN ROAST COFFEE,0.110562,0.114157,0.061573,0.556911,4.878449,0.048952,1.999241,0.893842,0.54814,0.022039,0.54807,0.7031,High-Lift Affinity Pair
568,COLOMBIAN ROAST COFFEE,PURE CANE SUGAR,0.114157,0.110562,0.061573,0.53937,4.878449,0.048952,1.930917,0.89747,0.54814,0.022039,0.54807,0.6982,High-Lift Affinity Pair
569,PAIN AU CHOCOLAT,CROISSANT ALL BUTTER,0.120449,0.120899,0.071011,0.589552,4.876408,0.056449,2.14181,0.903792,0.588456,0.002639,0.588455,0.7271,High-Lift Affinity Pair
570,CROISSANT ALL BUTTER,PAIN AU CHOCOLAT,0.120899,0.120449,0.071011,0.587361,4.876408,0.056449,2.131523,0.904254,0.588456,0.002639,0.588455,0.7265,High-Lift Affinity Pair
571,DARK CHOCOLATE BAR 85%,"CERAMIC COFFEE MUG, PURE CANE SUGAR",0.112809,0.062921,0.034607,0.306773,4.875498,0.027509,1.351763,0.895966,0.428386,0.353503,0.410762,0.5901,High-Lift Affinity Pair
572,"ALMOND DANISH, CAPPUCCINO CUP & SAUCER","CROISSANT ALL BUTTER, PAIN AU CHOCOLAT",0.062472,0.071011,0.021573,0.345324,4.862945,0.017137,1.419005,0.847295,0.324561,0.076305,0.323896,0.5776,High-Lift Affinity Pair
573,"CROISSANT ALL BUTTER, PAIN AU CHOCOLAT","ALMOND DANISH, CAPPUCCINO CUP & SAUCER",0.071011,0.062472,0.021573,0.303797,4.862945,0.017137,1.346631,0.855084,0.324561,0.076305,0.323896,0.5659,High-Lift Affinity Pair
574,LARGE DESK PAD BLACK,WIRELESS ERGONOMIC MOUSE,0.101573,0.103371,0.050787,0.5,4.836957,0.040287,1.793258,0.882941,0.495652,0.011662,0.495633,0.667,High-Lift Affinity Pair
575,WIRELESS ERGONOMIC MOUSE,LARGE DESK PAD BLACK,0.103371,0.101573,0.050787,0.491304,4.836957,0.040287,1.766138,0.884712,0.495652,0.011662,0.495633,0.6646,High-Lift Affinity Pair
576,ORGANIC EGGS DOZEN,WHOLE WHEAT BREAD,0.11236,0.114157,0.062022,0.552,4.835433,0.049196,1.977327,0.893598,0.547654,0.010929,0.547636,0.6994,High-Lift Affinity Pair
577,WHOLE WHEAT BREAD,ORGANIC EGGS DOZEN,0.114157,0.11236,0.062022,0.543307,4.835433,0.049196,1.943627,0.895411,0.547654,0.010929,0.547636,0.697,High-Lift Affinity Pair
578,CERAMIC COFFEE MUG,DARK CHOCOLATE BAR 85%,0.107416,0.112809,0.058427,0.543933,4.821717,0.04631,1.945309,0.887989,0.530931,0.033333,0.530771,0.6904,High-Lift Affinity Pair
579,DARK CHOCOLATE BAR 85%,CERAMIC COFFEE MUG,0.112809,0.107416,0.058427,0.517928,4.821717,0.04631,1.851559,0.893387,0.530931,0.033333,0.530771,0.6832,High-Lift Affinity Pair
580,ORGANIC TOMATO BASIL SAUCE,"GARLIC HERB BREADSTICKS, ITALIAN EXTRA VIRGIN OLIVE OIL",0.109663,0.070562,0.037303,0.340164,4.820795,0.029565,1.40859,0.890186,0.434413,0.273585,0.424066,0.5997,High-Lift Affinity Pair
581,STRAWBERRY PRESERVES,ORGANIC EGGS DOZEN,0.107416,0.11236,0.057978,0.539749,4.803766,0.045908,1.928601,0.887121,0.527874,0.030556,0.527741,0.6872,High-Lift Affinity Pair
582,ORGANIC EGGS DOZEN,STRAWBERRY PRESERVES,0.11236,0.107416,0.057978,0.516,4.803766,0.045908,1.844182,0.892062,0.527874,0.030556,0.527741,0.6806,High-Lift Affinity Pair
583,STRAWBERRY PRESERVES,WHOLE WHEAT BREAD,0.107416,0.114157,0.058876,0.548117,4.80142,0.046614,1.960337,0.887007,0.531933,0.041436,0.531686,0.6908,High-Lift Affinity Pair
584,WHOLE WHEAT BREAD,STRAWBERRY PRESERVES,0.114157,0.107416,0.058876,0.515748,4.80142,0.046614,1.843223,0.893757,0.531933,0.041436,0.531686,0.6818,High-Lift Affinity Pair
585,AGED PARMESAN REGGIANO,"ITALIAN EXTRA VIRGIN OLIVE OIL, ORGANIC TOMATO BASIL SAUCE",0.102022,0.063371,0.031011,0.303965,4.796607,0.024546,1.345663,0.881447,0.396663,0.287625,0.38568,0.5775,High-Lift Affinity Pair
586,BLUEBERRY SCONE,PAIN AU CHOCOLAT,0.107416,0.120449,0.062022,0.577406,4.793761,0.049084,2.081313,0.886634,0.546166,0.078591,0.545271,0.7035,High-Lift Affinity Pair
587,PAIN AU CHOCOLAT,BLUEBERRY SCONE,0.120449,0.107416,0.062022,0.514925,4.793761,0.049084,1.840097,0.899773,0.546166,0.078591,0.545271,0.6861,High-Lift Affinity Pair
588,"CAPPUCCINO CUP & SAUCER, PAIN AU CHOCOLAT","ALMOND DANISH, CROISSANT ALL BUTTER",0.065618,0.068764,0.021573,0.328767,4.781091,0.017061,1.387352,0.84638,0.321246,0.027888,0.321158,0.5671,High-Lift Affinity Pair
589,"ALMOND DANISH, CROISSANT ALL BUTTER","CAPPUCCINO CUP & SAUCER, PAIN AU CHOCOLAT",0.068764,0.065618,0.021573,0.313725,4.781091,0.017061,1.361528,0.84924,0.321246,0.027888,0.321158,0.5629,High-Lift Affinity Pair
590,ARTISAN PASTA PENNE,"GARLIC HERB BREADSTICKS, ITALIAN EXTRA VIRGIN OLIVE OIL",0.117303,0.070562,0.039551,0.337165,4.77829,0.031273,1.402216,0.895801,0.448837,0.315152,0.434723,0.5997,High-Lift Affinity Pair
591,ORGANIC WHOLE MILK,STRAWBERRY PRESERVES,0.10427,0.107416,0.053483,0.512931,4.775195,0.042283,1.832562,0.882614,0.505419,0.019886,0.505364,0.6705,High-Lift Affinity Pair
592,STRAWBERRY PRESERVES,ORGANIC WHOLE MILK,0.107416,0.10427,0.053483,0.497908,4.775195,0.042283,1.783996,0.885725,0.505419,0.019886,0.505364,0.6663,High-Lift Affinity Pair
593,"BLUEBERRY SCONE, PAIN AU CHOCOLAT",ALMOND DANISH,0.062022,0.115506,0.034157,0.550725,4.767947,0.026993,1.968713,0.842521,0.423222,0.373041,0.403559,0.6501,High-Lift Affinity Pair
594,ALMOND DANISH,"CROISSANT ALL BUTTER, PAIN AU CHOCOLAT",0.115506,0.071011,0.039101,0.338521,4.767153,0.030899,1.404412,0.893427,0.444577,0.301829,0.431742,0.5985,High-Lift Affinity Pair
595,CERAMIC COFFEE MUG,FRENCH VANILLA SYRUP,0.107416,0.113258,0.057978,0.539749,4.765641,0.045812,1.926648,0.885255,0.525827,0.035912,0.525643,0.6845,High-Lift Affinity Pair
596,FRENCH VANILLA SYRUP,CERAMIC COFFEE MUG,0.113258,0.107416,0.057978,0.511905,4.765641,0.045812,1.828709,0.891088,0.525827,0.035912,0.525643,0.6767,High-Lift Affinity Pair
597,ALMOND DANISH,"CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER",0.115506,0.065618,0.035955,0.311284,4.743884,0.028376,1.356702,0.892264,0.429615,0.343653,0.412997,0.5842,High-Lift Affinity Pair
598,"BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER","CROISSANT ALL BUTTER, PAIN AU CHOCOLAT",0.06427,0.071011,0.021573,0.335664,4.726919,0.017009,1.398373,0.842599,0.319731,0.059289,0.319334,0.5651,High-Lift Affinity Pair
599,"CROISSANT ALL BUTTER, PAIN AU CHOCOLAT","BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER",0.071011,0.06427,0.021573,0.303797,4.726919,0.017009,1.344049,0.848714,0.319731,0.059289,0.319334,0.5562,High-Lift Affinity Pair
600,"ALMOND DANISH, CROISSANT ALL BUTTER, PAIN AU CHOCOLAT",CAPPUCCINO CUP & SAUCER,0.039101,0.116854,0.021573,0.551724,4.721485,0.017004,1.970095,0.820276,0.36817,0.578595,0.31915,0.6274,High-Lift Affinity Pair
601,PAIN AU CHOCOLAT,"ALMOND DANISH, CROISSANT ALL BUTTER",0.120449,0.068764,0.039101,0.324627,4.720881,0.030819,1.378847,0.896111,0.446627,0.344311,0.429641,0.5915,High-Lift Affinity Pair
602,PAIN AU CHOCOLAT,"CAPPUCCINO CUP & SAUCER, CROISSANT ALL BUTTER",0.120449,0.065618,0.037303,0.309701,4.719766,0.0294,1.353591,0.896054,0.439097,0.36858,0.419599,0.5844,High-Lift Affinity Pair
603,CROISSANT ALL BUTTER,"CAPPUCCINO CUP & SAUCER, PAIN AU CHOCOLAT",0.120899,0.065618,0.037303,0.30855,4.70222,0.02937,1.351337,0.895613,0.438522,0.370482,0.418818,0.5828,High-Lift Affinity Pair
604,CERAMIC COFFEE MUG,"COLOMBIAN ROAST COFFEE, FRENCH VANILLA SYRUP",0.107416,0.06427,0.03236,0.301255,4.687363,0.025456,1.339159,0.881329,0.402376,0.309677,0.389462,0.5712,High-Lift Affinity Pair
605,"BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER",CROISSANT ALL BUTTER,0.06427,0.120899,0.036404,0.566434,4.685185,0.028634,2.027604,0.840585,0.433774,0.380665,0.412991,0.6523,High-Lift Affinity Pair
606,CROISSANT ALL BUTTER,"BLUEBERRY SCONE, CAPPUCCINO CUP & SAUCER",0.120899,0.06427,0.036404,0.301115,4.685185,0.028634,1.338891,0.894734,0.433774,0.380665,0.412991,0.5781,High-Lift Affinity Pair
607,DARK CHOCOLATE BAR 85%,COLOMBIAN ROAST COFFEE,0.112809,0.114157,0.060225,0.533865,4.676569,0.047347,1.900398,0.886132,0.530712,0.008086,0.530702,0.68,High-Lift Affinity Pair
608,COLOMBIAN ROAST COFFEE,DARK CHOCOLATE BAR 85%,0.114157,0.112809,0.060225,0.527559,4.676569,0.047347,1.877888,0.88748,0.530712,0.008086,0.530702,0.6783,High-Lift Affinity Pair
609,CAPPUCCINO CUP & SAUCER,PAIN AU CHOCOLAT,0.116854,0.120449,0.065618,0.561538,4.662026,0.051543,2.005993,0.889435,0.553157,0.020942,0.553094,0.6953,High-Lift Affinity Pair
610,PAIN AU CHOCOLAT,CAPPUCCINO CUP & SAUCER,0.120449,0.116854,0.065618,0.544776,4.662026,0.051543,1.940026,0.893071,0.553157,0.020942,0.553094,0.6906,High-Lift Affinity Pair
611,ALMOND DANISH,PAIN AU CHOCOLAT,0.115506,0.120449,0.064719,0.560311,4.651838,0.050807,2.000394,0.887548,0.548812,0.028871,0.548692,0.6928,High-Lift Affinity Pair
612,PAIN AU CHOCOLAT,ALMOND DANISH,0.120449,0.115506,0.064719,0.537313,4.651838,0.050807,1.911649,0.892537,0.548812,0.028871,0.548692,0.6864,High-Lift Affinity Pair
613,CAPPUCCINO CUP & SAUCER,CROISSANT ALL BUTTER,0.116854,0.120899,0.065618,0.561538,4.644695,0.05149,2.004967,0.888529,0.552145,0.023499,0.552065,0.694,High-Lift Affinity Pair
614,CROISSANT ALL BUTTER,CAPPUCCINO CUP & SAUCER,0.120899,0.116854,0.065618,0.542751,4.644695,0.05149,1.931433,0.892617,0.552145,0.023499,0.552065,0.6888,High-Lift Affinity Pair
615,ALMOND DANISH,CAPPUCCINO CUP & SAUCER,0.115506,0.116854,0.062472,0.540856,4.628479,0.048975,1.923462,0.886321,0.537736,0.007937,0.537727,0.6821,High-Lift Affinity Pair
616,CAPPUCCINO CUP & SAUCER,ALMOND DANISH,0.116854,0.115506,0.062472,0.534615,4.628479,0.048975,1.900566,0.887675,0.537736,0.007937,0.537727,0.6803,High-Lift Affinity Pair
617,BLUEBERRY SCONE,ALMOND DANISH,0.107416,0.115506,0.057079,0.531381,4.600475,0.044672,1.887448,0.876815,0.512772,0.04878,0.512434,0.6688,High-Lift Affinity Pair
618,ALMOND DANISH,BLUEBERRY SCONE,0.115506,0.107416,0.057079,0.494163,4.600475,0.044672,1.76457,0.884835,0.512772,0.04878,0.512434,0.6584,High-Lift Affinity Pair
619,BLUEBERRY SCONE,CROISSANT ALL BUTTER,0.107416,0.120899,0.059326,0.552301,4.568291,0.046339,1.9636,0.875099,0.521504,0.079787,0.520594,0.6759,High-Lift Affinity Pair
620,CROISSANT ALL BUTTER,BLUEBERRY SCONE,0.120899,0.107416,0.059326,0.490706,4.568291,0.046339,1.752592,0.888521,0.521504,0.079787,0.520594,0.6588,High-Lift Affinity Pair
621,BLUEBERRY SCONE,"ALMOND DANISH, CROISSANT ALL BUTTER",0.107416,0.068764,0.033708,0.313808,4.563541,0.026322,1.357106,0.874844,0.402002,0.271293,0.392208,0.5679,High-Lift Affinity Pair
622,SWEET CREAM BUTTER,WHOLE WHEAT BREAD,0.107416,0.114157,0.055281,0.514644,4.508203,0.043019,1.825141,0.87183,0.499448,0.040541,0.499217,0.6546,High-Lift Affinity Pair
623,WHOLE WHEAT BREAD,SWEET CREAM BUTTER,0.114157,0.107416,0.055281,0.484252,4.508203,0.043019,1.73066,0.878465,0.499448,0.040541,0.499217,0.6461,High-Lift Affinity Pair
624,CAPPUCCINO CUP & SAUCER,"CROISSANT ALL BUTTER, PAIN AU CHOCOLAT",0.116854,0.071011,0.037303,0.319231,4.495497,0.029005,1.364616,0.880438,0.422274,0.304478,0.409508,0.5706,High-Lift Affinity Pair
625,BLUEBERRY SCONE,"CROISSANT ALL BUTTER, PAIN AU CHOCOLAT",0.107416,0.071011,0.034157,0.317992,4.478047,0.02653,1.362137,0.870157,0.399502,0.252336,0.391098,0.5636,High-Lift Affinity Pair
626,CAPPUCCINO CUP & SAUCER,"ALMOND DANISH, CROISSANT ALL BUTTER",0.116854,0.068764,0.035955,0.307692,4.47461,0.02792,1.345119,0.879262,0.415284,0.321321,0.401105,0.5638,High-Lift Affinity Pair
